"product","ratesystem","ratesystem_description","ratemethod","startdate","enddate","start_businessdate","end_businessdate","benefit","newused","minterm","maxterm","termmileage","mincost","maxcost","fromodometer","toodometer","premium","sg_rsc_agent_1","sg_rsc2_amt_1","sg_rsc_agent_2","sg_rsc2_amt_2","sg_rsc_agent_3","sg_rsc2_amt_3","sg_rsc_agent_4","sg_rsc2_amt_4","sg_rsc_agent_5","sg_rsc2_amt_5","sg_rsc_agent_6","sg_rsc2_amt_6","sg_rsc_agent_7","sg_rsc2_amt_7","sg_rsc_agent_8","sg_rsc2_amt_8","sg_rsc_agent_9","sg_rsc2_amt_9","sg_rsc_agent_10","sg_rsc2_amt_10","sg_rsc_agent_11","sg_rsc2_amt_11","total_amount","retail_rate","regulated_rate","carrier","new_sku","busu","currency_code","sg_rsc_vceffdate","baserate","sg_rsc2_nonremit"
ABTW,ABTWWA A,AUTONATION BMW TW - WA ONLY - OPTION A,BENTERM,2013-08-01,1799-12-31,1799-12-31,1799-12-31,TW-TIER1, ,12,12,0,0,0,0,0,165.00,"000001",50.00,"000002",80.00,"000333",65.00,"",0.00,BMTWGW,39.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,399.00,0.00,0,VSSG,BMW-TW-T1-A,TWSNF,U,2013-08-01,,0.00
ABTW,ABTWWA A,AUTONATION BMW TW - WA ONLY - OPTION A,BENTERM,2013-08-01,1799-12-31,1799-12-31,1799-12-31,TW-TIER1, ,24,24,0,0,0,0,0,370.00,"000001",50.00,"000002",85.00,"000333",65.00,"",0.00,BMTWGW,29.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,599.00,0.00,0,VSSG,BMW-TW-T1-A,TWSNF,U,2013-08-01,,0.00
ABTW,ABTWWA A,AUTONATION BMW TW - WA ONLY - OPTION A,BENTERM,2013-08-01,1799-12-31,1799-12-31,1799-12-31,TW-TIER1, ,36,36,0,0,0,0,0,450.00,"000001",50.00,"000002",95.00,"000333",65.00,"",0.00,BMTWGW,39.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,699.00,0.00,0,VSSG,BMW-TW-T1-A,TWSNF,U,2013-08-01,,0.00
ABTW,ABTWWA A,AUTONATION BMW TW - WA ONLY - OPTION A,BENTERM,2013-08-01,1799-12-31,1799-12-31,1799-12-31,TW-TIER1, ,48,48,0,0,0,0,0,475.00,"000001",50.00,"000002",95.00,"000333",65.00,"",0.00,BMTWGW,64.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,749.00,0.00,0,VSSG,BMW-TW-T1-A,TWSNF,U,2013-08-01,,0.00
ABTW,ABTWWA A,AUTONATION BMW TW - WA ONLY - OPTION A,BENTERM,2013-08-01,1799-12-31,1799-12-31,1799-12-31,TW-TIER1, ,60,60,0,0,0,0,0,535.00,"000001",50.00,"000002",110.00,"000333",65.00,"",0.00,BMTWGW,39.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,799.00,0.00,0,VSSG,BMW-TW-T1-A,TWSNF,U,2013-08-01,,0.00
ABTW,ABTWWA A,AUTONATION BMW TW - WA ONLY - OPTION A,BENTERM,2013-08-01,1799-12-31,1799-12-31,1799-12-31,TW-TIER2, ,12,12,0,0,0,0,0,242.00,"000001",53.00,"000002",80.00,"000333",65.00,"",0.00,BMTWGW,29.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,469.00,0.00,0,VSSG,BMW-TW-T2-A,TWSNF,U,2013-08-01,,0.00
ABTW,ABTWWA A,AUTONATION BMW TW - WA ONLY - OPTION A,BENTERM,2013-08-01,1799-12-31,1799-12-31,1799-12-31,TW-TIER2, ,24,24,0,0,0,0,0,548.00,"000001",52.00,"000002",85.00,"000333",65.00,"",0.00,BMTWGW,39.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,789.00,0.00,0,VSSG,BMW-TW-T2-A,TWSNF,U,2013-08-01,,0.00
ABTW,ABTWWA A,AUTONATION BMW TW - WA ONLY - OPTION A,BENTERM,2013-08-01,1799-12-31,1799-12-31,1799-12-31,TW-TIER2, ,36,36,0,0,0,0,0,667.00,"000001",53.00,"000002",95.00,"000333",65.00,"",0.00,BMTWGW,19.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,899.00,0.00,0,VSSG,BMW-TW-T2-A,TWSNF,U,2013-08-01,,0.00
ABTW,ABTWWA A,AUTONATION BMW TW - WA ONLY - OPTION A,BENTERM,2013-08-01,1799-12-31,1799-12-31,1799-12-31,TW-TIER2, ,48,48,0,0,0,0,0,704.00,"000001",51.00,"000002",95.00,"000333",65.00,"",0.00,BMTWGW,34.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,949.00,0.00,0,VSSG,BMW-TW-T2-A,TWSNF,U,2013-08-01,,0.00
ABTW,ABTWWA A,AUTONATION BMW TW - WA ONLY - OPTION A,BENTERM,2013-08-01,1799-12-31,1799-12-31,1799-12-31,TW-TIER2, ,60,60,0,0,0,0,0,796.00,"000001",54.00,"000002",110.00,"000333",65.00,"",0.00,BMTWGW,34.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,1059.00,0.00,0,VSSG,BMW-TW-T2-A,TWSNF,U,2013-08-01,,0.00
ABTW,ABTWWA A,AUTONATION BMW TW - WA ONLY - OPTION A,BENTERM,2013-08-01,1799-12-31,1799-12-31,1799-12-31,TW-TIER3, ,12,12,0,0,0,0,0,242.00,"000001",49.00,"000002",227.00,"000333",65.00,"",0.00,BMTWGW,16.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,599.00,0.00,0,VSSG,BMW-TW-T2-A,TWSNF,U,2013-08-01,,0.00
ABTW,ABTWWA A,AUTONATION BMW TW - WA ONLY - OPTION A,BENTERM,2013-08-01,1799-12-31,1799-12-31,1799-12-31,TW-TIER3, ,24,24,0,0,0,0,0,548.00,"000001",55.00,"000002",417.00,"000333",65.00,"",0.00,BMTWGW,34.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,1119.00,0.00,0,VSSG,BMW-TW-T2-A,TWSNF,U,2013-08-01,,0.00
ABTW,ABTWWA A,AUTONATION BMW TW - WA ONLY - OPTION A,BENTERM,2013-08-01,1799-12-31,1799-12-31,1799-12-31,TW-TIER3, ,36,36,0,0,0,0,0,667.00,"000001",50.00,"000002",498.00,"000333",65.00,"",0.00,BMTWGW,59.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,1339.00,0.00,0,VSSG,BMW-TW-T2-A,TWSNF,U,2013-08-01,,0.00
ABTW,ABTWWA A,AUTONATION BMW TW - WA ONLY - OPTION A,BENTERM,2013-08-01,1799-12-31,1799-12-31,1799-12-31,TW-TIER3, ,48,48,0,0,0,0,0,704.00,"000001",53.00,"000002",521.00,"000333",65.00,"",0.00,BMTWGW,56.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,1399.00,0.00,0,VSSG,BMW-TW-T2-A,TWSNF,U,2013-08-01,,0.00
ABTW,ABTWWA A,AUTONATION BMW TW - WA ONLY - OPTION A,BENTERM,2013-08-01,1799-12-31,1799-12-31,1799-12-31,TW-TIER3, ,60,60,0,0,0,0,0,796.00,"000001",53.00,"000002",591.00,"000333",65.00,"",0.00,BMTWGW,64.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,1569.00,0.00,0,VSSG,BMW-TW-T2-A,TWSNF,U,2013-08-01,,0.00
ABTW,ANBMTW A,AUTONATION BMW TW - OPTION A,BENTERM,2013-08-01,1799-12-31,2013-08-01,1799-12-31,TW-MINI, ,12,12,0,0,0,0,0,130.00,"000001",50.00,"000002",80.00,"000333",65.00,"",0.00,BMTWGW,24.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,349.00,0.00,0,VSSG,BMW-TW-MINI,TWSNF,U,2013-08-01,,0.00
ABTW,ANBMTW A,AUTONATION BMW TW - OPTION A,BENTERM,2013-08-01,1799-12-31,2013-08-01,1799-12-31,TW-MINI, ,24,24,0,0,0,0,0,300.00,"000001",50.00,"000002",85.00,"000333",65.00,"",0.00,BMTWGW,49.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,549.00,0.00,0,VSSG,BMW-TW-MINI,TWSNF,U,2013-08-01,,0.00
ABTW,ANBMTW A,AUTONATION BMW TW - OPTION A,BENTERM,2013-08-01,1799-12-31,2013-08-01,1799-12-31,TW-MINI, ,36,36,0,0,0,0,0,365.00,"000001",50.00,"000002",95.00,"000333",65.00,"",0.00,BMTWGW,24.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,599.00,0.00,0,VSSG,BMW-TW-MINI,TWSNF,U,2013-08-01,,0.00
ABTW,ANBMTW A,AUTONATION BMW TW - OPTION A,BENTERM,2013-08-01,1799-12-31,2013-08-01,1799-12-31,TW-MINI, ,48,48,0,0,0,0,0,385.00,"000001",50.00,"000002",95.00,"000333",65.00,"",0.00,BMTWGW,54.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,649.00,0.00,0,VSSG,BMW-TW-MINI,TWSNF,U,2013-08-01,,0.00
ABTW,ANBMTW A,AUTONATION BMW TW - OPTION A,BENTERM,2013-08-01,1799-12-31,2013-08-01,1799-12-31,TW-MINI, ,60,60,0,0,0,0,0,435.00,"000001",50.00,"000002",110.00,"000333",65.00,"",0.00,BMTWGW,39.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,699.00,0.00,0,VSSG,BMW-TW-MINI,TWSNF,U,2013-08-01,,0.00
ABTW,ANBMTW A,AUTONATION BMW TW - OPTION A,BENTERM,2013-08-01,1799-12-31,2013-08-01,1799-12-31,TW-TIER1, ,12,12,0,0,0,0,0,165.00,"000001",50.00,"000002",80.00,"000333",65.00,"",0.00,BMTWGW,39.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,399.00,0.00,0,VSSG,BMW-TW-T1-A,TWSNF,U,2013-08-01,,0.00
ABTW,ANBMTW A,AUTONATION BMW TW - OPTION A,BENTERM,2013-08-01,1799-12-31,2013-08-01,1799-12-31,TW-TIER1, ,24,24,0,0,0,0,0,370.00,"000001",50.00,"000002",85.00,"000333",65.00,"",0.00,BMTWGW,29.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,599.00,0.00,0,VSSG,BMW-TW-T1-A,TWSNF,U,2013-08-01,,0.00
ABTW,ANBMTW A,AUTONATION BMW TW - OPTION A,BENTERM,2013-08-01,1799-12-31,2013-08-01,1799-12-31,TW-TIER1, ,36,36,0,0,0,0,0,450.00,"000001",50.00,"000002",95.00,"000333",65.00,"",0.00,BMTWGW,39.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,699.00,0.00,0,VSSG,BMW-TW-T1-A,TWSNF,U,2013-08-01,,0.00
ABTW,ANBMTW A,AUTONATION BMW TW - OPTION A,BENTERM,2013-08-01,1799-12-31,2013-08-01,1799-12-31,TW-TIER1, ,48,48,0,0,0,0,0,475.00,"000001",50.00,"000002",95.00,"000333",65.00,"",0.00,BMTWGW,64.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,749.00,0.00,0,VSSG,BMW-TW-T1-A,TWSNF,U,2013-08-01,,0.00
ABTW,ANBMTW A,AUTONATION BMW TW - OPTION A,BENTERM,2013-08-01,1799-12-31,2013-08-01,1799-12-31,TW-TIER1, ,60,60,0,0,0,0,0,535.00,"000001",50.00,"000002",110.00,"000333",65.00,"",0.00,BMTWGW,39.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,799.00,0.00,0,VSSG,BMW-TW-T1-A,TWSNF,U,2013-08-01,,0.00
ABTW,ANBMTW A,AUTONATION BMW TW - OPTION A,BENTERM,2013-08-01,1799-12-31,2013-08-01,1799-12-31,TW-TIER2, ,12,12,0,0,0,0,0,242.00,"000001",53.00,"000002",80.00,"000333",65.00,"",0.00,BMTWGW,29.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,469.00,0.00,0,VSSG,BMW-TW-T2-A,TWSNF,U,2013-08-01,,0.00
ABTW,ANBMTW A,AUTONATION BMW TW - OPTION A,BENTERM,2013-08-01,1799-12-31,2013-08-01,1799-12-31,TW-TIER2, ,24,24,0,0,0,0,0,548.00,"000001",52.00,"000002",85.00,"000333",65.00,"",0.00,BMTWGW,39.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,789.00,0.00,0,VSSG,BMW-TW-T2-A,TWSNF,U,2013-08-01,,0.00
ABTW,ANBMTW A,AUTONATION BMW TW - OPTION A,BENTERM,2013-08-01,1799-12-31,2013-08-01,1799-12-31,TW-TIER2, ,36,36,0,0,0,0,0,667.00,"000001",53.00,"000002",95.00,"000333",65.00,"",0.00,BMTWGW,19.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,899.00,0.00,0,VSSG,BMW-TW-T2-A,TWSNF,U,2013-08-01,,0.00
ABTW,ANBMTW A,AUTONATION BMW TW - OPTION A,BENTERM,2013-08-01,1799-12-31,2013-08-01,1799-12-31,TW-TIER2, ,48,48,0,0,0,0,0,704.00,"000001",51.00,"000002",95.00,"000333",65.00,"",0.00,BMTWGW,34.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,949.00,0.00,0,VSSG,BMW-TW-T2-A,TWSNF,U,2013-08-01,,0.00
ABTW,ANBMTW A,AUTONATION BMW TW - OPTION A,BENTERM,2013-08-01,1799-12-31,2013-08-01,1799-12-31,TW-TIER2, ,60,60,0,0,0,0,0,796.00,"000001",54.00,"000002",110.00,"000333",65.00,"",0.00,BMTWGW,34.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,1059.00,0.00,0,VSSG,BMW-TW-T2-A,TWSNF,U,2013-08-01,,0.00
ABTW,ANBMTW A,AUTONATION BMW TW - OPTION A,BENTERM,2013-08-01,1799-12-31,2013-08-01,1799-12-31,TW-TIER3, ,12,12,0,0,0,0,0,389.00,"000001",49.00,"000002",80.00,"000333",65.00,"",0.00,BMTWGW,16.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,599.00,0.00,0,VSSG,BMW-TW-T3-A,TWSNF,U,2013-08-01,,0.00
ABTW,ANBMTW A,AUTONATION BMW TW - OPTION A,BENTERM,2013-08-01,1799-12-31,2013-08-01,1799-12-31,TW-TIER3, ,24,24,0,0,0,0,0,880.00,"000001",55.00,"000002",85.00,"000333",65.00,"",0.00,BMTWGW,34.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,1119.00,0.00,0,VSSG,BMW-TW-T3-A,TWSNF,U,2013-08-01,,0.00
ABTW,ANBMTW A,AUTONATION BMW TW - OPTION A,BENTERM,2013-08-01,1799-12-31,2013-08-01,1799-12-31,TW-TIER3, ,36,36,0,0,0,0,0,1070.00,"000001",50.00,"000002",95.00,"000333",65.00,"",0.00,BMTWGW,59.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,1339.00,0.00,0,VSSG,BMW-TW-T3-A,TWSNF,U,2013-08-01,,0.00
ABTW,ANBMTW A,AUTONATION BMW TW - OPTION A,BENTERM,2013-08-01,1799-12-31,2013-08-01,1799-12-31,TW-TIER3, ,48,48,0,0,0,0,0,1130.00,"000001",53.00,"000002",95.00,"000333",65.00,"",0.00,BMTWGW,56.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,1399.00,0.00,0,VSSG,BMW-TW-T3-A,TWSNF,U,2013-08-01,,0.00
ABTW,ANBMTW A,AUTONATION BMW TW - OPTION A,BENTERM,2013-08-01,1799-12-31,2013-08-01,1799-12-31,TW-TIER3, ,60,60,0,0,0,0,0,1277.00,"000001",53.00,"000002",110.00,"000333",65.00,"",0.00,BMTWGW,64.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,"",0.00,1569.00,0.00,0,VSSG,BMW-TW-T3-A,TWSNF,U,2013-08-01,,0.00
ABWT,ANBMTWT1,AUTONATION BMW TIRE&WHEEL - NON-COSMETIC - TIER 1,BENTERM,2020-05-04,1799-12-31,1799-12-31,1799-12-31,TW-B1, ,12,12,0,0,0,0,0,123.00,"000001",106.00,"000002",80.00,"009000",75.00,"",0.00,"9000GW",5.00,"9000SF",15.00,"9000IN",25.00,"",0.00,"",0.00,"",0.00,"",0.00,429.00,849.00,0,VSSG,BMMCT1-T-TB1-12-NATL,TWSNF,U,2015-02-01,y,0.00
ABWT,ANBMTWT1,AUTONATION BMW TIRE&WHEEL - NON-COSMETIC - TIER 1,BENTERM,2020-05-04,1799-12-31,1799-12-31,1799-12-31,TW-B1, ,24,24,0,0,0,0,0,286.00,"000001",158.00,"000002",85.00,"009000",75.00,"",0.00,"9000GW",5.00,"9000SF",15.00,"9000IN",25.00,"",0.00,"",0.00,"",0.00,"",0.00,649.00,1299.00,0,VSSG,BMMCT1-T-TB1-24-NATL,TWSNF,U,2015-02-01,y,0.00
ABWT,ANBMTWT1,AUTONATION BMW TIRE&WHEEL - NON-COSMETIC - TIER 1,BENTERM,2020-05-04,1799-12-31,1799-12-31,1799-12-31,TW-B1, ,36,36,0,0,0,0,0,353.00,"000001",161.00,"000002",95.00,"009000",75.00,"",0.00,"9000GW",5.00,"9000SF",15.00,"9000IN",25.00,"",0.00,"",0.00,"",0.00,"",0.00,729.00,1549.00,0,VSSG,BMMCT1-T-TB1-36-NATL,TWSNF,U,2015-02-01,y,0.00
ABWT,ANBMTWT1,AUTONATION BMW TIRE&WHEEL - NON-COSMETIC - TIER 1,BENTERM,2020-05-04,1799-12-31,1799-12-31,1799-12-31,TW-B1, ,48,48,0,0,0,0,0,394.00,"000001",170.00,"000002",95.00,"009000",75.00,"",0.00,"9000GW",5.00,"9000SF",15.00,"9000IN",25.00,"",0.00,"",0.00,"",0.00,"",0.00,779.00,1649.00,0,VSSG,BMMCT1-T-TB1-48-NATL,TWSNF,U,2015-02-01,y,0.00
ABWT,ANBMTWT1,AUTONATION BMW TIRE&WHEEL - NON-COSMETIC - TIER 1,BENTERM,2020-05-04,1799-12-31,1799-12-31,1799-12-31,TW-B1, ,60,60,0,0,0,0,0,432.00,"000001",167.00,"000002",110.00,"009000",75.00,"",0.00,"9000GW",5.00,"9000SF",15.00,"9000IN",25.00,"",0.00,"",0.00,"",0.00,"",0.00,829.00,1799.00,0,VSSG,BMMCT1-T-TB1-60-NATL,TWSNF,U,2015-02-01,y,0.00
ABWT,ANBMTWT1,AUTONATION BMW TIRE&WHEEL - NON-COSMETIC - TIER 1,BENTERM,2020-05-04,1799-12-31,1799-12-31,1799-12-31,TW-B2, ,12,12,0,0,0,0,0,177.00,"000001",132.00,"000002",80.00,"009000",75.00,"",0.00,"9000GW",5.00,"9000SF",15.00,"9000IN",25.00,"",0.00,"",0.00,"",0.00,"",0.00,509.00,999.00,0,VSSG,BMMCT1-T-TB2-12-NATL,TWSNF,U,2015-02-01,y,0.00
ABWT,ANBMTWT1,AUTONATION BMW TIRE&WHEEL - NON-COSMETIC - TIER 1,BENTERM,2020-05-04,1799-12-31,1799-12-31,1799-12-31,TW-B2, ,24,24,0,0,0,0,0,433.00,"000001",191.00,"000002",85.00,"009000",75.00,"",0.00,"9000GW",5.00,"9000SF",15.00,"9000IN",25.00,"",0.00,"",0.00,"",0.00,"",0.00,829.00,1749.00,0,VSSG,BMMCT1-T-TB2-24-NATL,TWSNF,U,2015-02-01,y,0.00
ABWT,ANBMTWT1,AUTONATION BMW TIRE&WHEEL - NON-COSMETIC - TIER 1,BENTERM,2020-05-04,1799-12-31,1799-12-31,1799-12-31,TW-B2, ,36,36,0,0,0,0,0,528.00,"000001",206.00,"000002",95.00,"009000",75.00,"",0.00,"9000GW",5.00,"9000SF",15.00,"9000IN",25.00,"",0.00,"",0.00,"",0.00,"",0.00,949.00,2049.00,0,VSSG,BMMCT1-T-TB2-36-NATL,TWSNF,U,2015-02-01,y,0.00
ABWT,ANBMTWT1,AUTONATION BMW TIRE&WHEEL - NON-COSMETIC - TIER 1,BENTERM,2020-05-04,1799-12-31,1799-12-31,1799-12-31,TW-B2, ,48,48,0,0,0,0,0,561.00,"000001",213.00,"000002",95.00,"009000",75.00,"",0.00,"9000GW",5.00,"9000SF",15.00,"9000IN",25.00,"",0.00,"",0.00,"",0.00,"",0.00,989.00,2149.00,0,VSSG,BMMCT1-T-TB2-48-NATL,TWSNF,U,2015-02-01,y,0.00
ABWT,ANBMTWT1,AUTONATION BMW TIRE&WHEEL - NON-COSMETIC - TIER 1,BENTERM,2020-05-04,1799-12-31,1799-12-31,1799-12-31,TW-B2, ,60,60,0,0,0,0,0,647.00,"000001",232.00,"000002",110.00,"009000",75.00,"",0.00,"9000GW",5.00,"9000SF",15.00,"9000IN",25.00,"",0.00,"",0.00,"",0.00,"",0.00,1109.00,2399.00,0,VSSG,BMMCT1-T-TB2-60-NATL,TWSNF,U,2015-02-01,y,0.00
ABWT,ANBMTWT1,AUTONATION BMW TIRE&WHEEL - NON-COSMETIC - TIER 1,BENTERM,2020-05-04,1799-12-31,1799-12-31,1799-12-31,TW-B3, ,12,12,0,0,0,0,0,301.00,"000001",148.00,"000002",80.00,"009000",75.00,"",0.00,"9000GW",5.00,"9000SF",15.00,"9000IN",25.00,"",0.00,"",0.00,"",0.00,"",0.00,649.00,1349.00,0,VSSG,BMMCT1-T-TB3-12-NATL,TWSNF,U,2015-02-01,y,0.00
ABWT,ANBMTWT1,AUTONATION BMW TIRE&WHEEL - NON-COSMETIC - TIER 1,BENTERM,2020-05-04,1799-12-31,1799-12-31,1799-12-31,TW-B3, ,24,24,0,0,0,0,0,703.00,"000001",251.00,"000002",85.00,"009000",75.00,"",0.00,"9000GW",5.00,"9000SF",15.00,"9000IN",25.00,"",0.00,"",0.00,"",0.00,"",0.00,1159.00,2499.00,0,VSSG,BMMCT1-T-TB3-24-NATL,TWSNF,U,2015-02-01,y,0.00
